,date,content,score,version,thumbs,,,,,,,,,
1697,2021-09-06 16:54:21,"Esqueci a senha e Tento entrar com reconhecimento facial, não tenho mais opções de como recuperar senha, a única que aparece é de um e-mail que com certeza não foi eu quem colocou, fui o único a fazer cadastro, e a opção de acionar suporte não funciona, vindo do governo um lixo desse é normal, parabéns aos envolvidos",1,2.2.0,0,,,,,,,,,
1698,2021-09-06 16:38:41,nunca funciona,1,2.2.0,0,,,,,,,,,
1699,2021-09-06 16:29:17,péssimo. 50 tentativas até conseguir. o sistema pede para piscar mas avança antes que a gente possa prosseguir com o comando. ridículo como tudo nesse pais,1,2.2.0,0,,,,,,,,,
1700,2021-09-06 16:08:05,"Não consigo usar o app, não passa da validação biometrica. Diz que nao confere",1,2.2.0,0,,,,,,,,,
1701,2021-09-06 16:02:37,Péssimo aplicativo. Precisa melhorar muito pra ser ruim.,1,2.2.0,0,,,,,,,,,
1702,2021-09-06 15:35:21,"Não estou conseguindo fazer minha validação facial, tentei muitas vezes. Pelo que vi esse está sendo o problema pra muitos",1,2.2.0,0,,,,,,,,,
1704,2021-09-06 14:31:17,"NÃO TENHO CNH. Preciso acessar o Meu Gov para prova de vida e o app pede minha CNH mas não tenho. Com isso, minha validação biometrica facial não é aprovada. Erro bobo de uma app importante.",1,2.2.0,0,,,,,,,,,
1706,2021-09-06 14:18:04,muito bom!,1,2.2.0,0,,,,,,,,,
1707,2021-09-06 13:56:35,Perdi acesso a minha senha e não consigo acesso a nada,1,2.2.0,0,,,,,,,,,
1708,2021-09-06 13:45:46,Péssimo não válida a identificação fiquei mais de 10 vezes tentando e nada de validar o aplicativo,1,2.2.0,0,,,,,,,,,
1709,2021-09-06 13:32:57,"Vamos lá, quando baixei o app já sabia que ele nãe era dos melhores. Eu não lembrava minha senha mas consegui mudala e quando fui entrar no app pra acessar a conta pede a data da emissão da CNH mas eu não tenho então como vou entrar na minha conta se não tenho a CNH?? Vocês querem que eu tire a carteira de motorista compre um carro e depois acesse o app, e isso? Por que não adianta ter a CNH sem um carro, quero pra que?! De enfeite na carteira? Palhaçada isso viu. Não instalem se não tiver CNH.",1,2.2.0,0,,,,,,,,,
1713,2021-09-06 10:06:44,horrível,1,2.2.0,0,,,,,,,,,
1714,2021-09-06 10:04:58,"Pessimo, nao conseguir fazer minha biometria facial pelo app, vive dando erro , nao reconhece meu rosto, vive mandando eu ir pra um ambiente mais iluminoso com um fundo claro sendo que eu fico de costa pra uma parede com um fundo branco e com uma iluminaria no meu rosto to pra ficar cega,pois esse app nao ajudou em nada , so extresse com ele",1,2.2.0,1,,,,,,,,,
1716,2021-09-06 05:21:51,"Minha conta foi cadastrada em um email que não reconheço e quando faço o procedimento de validação facial, seja por QRcode ou via celular no App, enviam o código de 6 dígitos justamente para o email que desconheço, sem dar outras opções e pelo celular acessar o suporte no App não carrega. Enfim, terrível. Só passei raiva.",1,2.2.0,0,,,,,,,,,
1717,2021-09-06 01:59:04,"Mexer nesse app é um teste de paciência, é impossível fazer o cadastro impossível! Eu tentei todas as maneiras e não consegui é lamentável.",1,2.2.0,0,,,,,,,,,
1720,2021-09-05 23:33:14,Toda vez que abro o app tenho de fazer login. Coloca autenticação por biometria,1,2.2.0,0,,,,,,,,,
1721,2021-09-05 22:55:58,"O aplicativo está horrível, entrei pelo conecte sus, nada, entrei pelo meu gov nada, pelo site, nada, não consigo recuperar minha senha, não lembro qual é, pedi o código por email e bloqueou a conta. Como pode isso gente, una coisa tão simples. Eu fiz o que diz no app mas nunca abre uma página para continuar, é só um tutorial. Não tem como pedir o código por email. Ajudem por favor",1,2.2.0,16,,,,,,,,,
1722,2021-09-05 22:17:09,processo muito invasivo,1,2.2.0,0,,,,,,,,,
1723,2021-09-05 22:15:35,Reconhecimento facial não funciona,1,2.2.0,0,,,,,,,,,
1724,2021-09-05 21:56:35,ruim,1,2.2.0,0,,,,,,,,,
1725,2021-09-05 20:46:09,difícil,1,2.2.0,0,,,,,,,,,
1726,2021-09-05 20:17:21,"Experiência ruim Coloco meu CPF app dis que já sou cadastrado , vou tentar recuperar senha Por e-mail tem um email cadastrado nunca chegou código nenhum para mim. Fui tentar pelo banco os bancos credenciados eu não tenho conta em nenhum deles todas as tentativas de conseguir recuperar senha foram frustradas nunca vi algo assim. O problema e que se vc precisar viajar para fora do país tem que ter o certificado digital que vc só consegui no conect sus e vc só entra lá através do govbr",1,2.2.0,0,,,,,,,,,
1727,2021-09-05 18:53:18,muito complicado,1,2.2.0,0,,,,,,,,,
1728,2021-09-05 18:07:21,Muito ruim esse aplicativo não aceita a foto 📸 que é tirada vou desinstalar,1,2.2.0,0,,,,,,,,,
1730,2021-09-05 16:57:29,"Pra que dificultar a vida do aposentado deste jeito, senhas nunca aceitas, bloqueios...",1,2.2.0,0,,,,,,,,,
1731,2021-09-05 15:51:37,Não consegui entrar pós estava dando erro no reconhecimento facil,1,2.2.0,0,,,,,,,,,
1733,2021-09-05 15:27:14,Só loga quem tem CNH???,1,2.2.0,0,,,,,,,,,
1734,2021-09-05 15:13:49,péssimo,1,2.2.0,0,,,,,,,,,
1735,2021-09-05 12:26:21,Eu quero saber como redefinir minha senha e meu número de telefone se eu não tenho o acesso a minha conta no meu gov.br? meu número que tá cadastrado é antigo e também não lembro a senha,1,2.2.0,0,,,,,,,,,
1738,2021-09-05 08:51:44,"Que pena não tenho autorização para acessar, não tem onde verificar minhas credenciais. Nunca consegui acesso e muitas pessoas também não. Infelizmente precisam corrigir isso, é um aplicativo essencial na vida hoje em dia.",1,2.2.0,0,,,,,,,,,
1739,2021-09-05 07:46:18,Fiz a biometria 12 vezes e não aceitou nenhuma... Sempre dá inválido e não consigo acessar.,1,2.2.0,0,,,,,,,,,
1740,2021-09-05 04:12:31,A validação facial desse aplicativo não presta. Tentei fazer por diversas vezes e em nenhuma eu consegui. Vou desinstalar esse aplicativo agora mesmo. Muito mais melhor fazer login pelo próprio site!,1,2.2.0,0,,,,,,,,,
1741,2021-09-05 02:46:01,"Péssimo, pois não consigo fazer minha biometria facial, a câmera para ler a face fica na traseira do celular e mesmo indo ao espelho fica impossível a leitura. O passo a passo acaba até a leitura e também não tem como saber se foi lido ou não, sem temporizador para avisar a conclusão. A senha que foi criada no computador não parece ser igual ao do celular.",1,2.2.0,0,,,,,,,,,
1742,2021-09-05 01:56:21,"Um aplicativo horrível, extremamente complicado, não gostaria de validação facial, obriga a gente a fazer, não consigo finalizar.. fico imaginando uma pessoa com mais dificuldade tentar acessar um aplicativo de b..... Como esse. Só queria acesso aos meus dados.",1,2.2.0,3,,,,,,,,,
1744,2021-09-05 00:15:43,"Não consigo recuperar a senha. O problema é comum, pois várias pessoas se queixam da mesma dificuldade. Já segui as orientações passadas para outras pessoas e não funcionou",1,2.2.0,0,,,,,,,,,
1745,2021-09-04 23:58:38,Não faz sentido só ter acesso ao app os portadores de CNH.,1,2.2.0,0,,,,,,,,,
1746,2021-09-04 22:18:42,Da erro em tudo!,1,2.2.0,0,,,,,,,,,
1747,2021-09-04 21:20:43,"Preciso atualizar Imail e telefone não consigo,favor passa um contato?",1,2.2.0,0,,,,,,,,,
1749,2021-09-04 19:03:14,não gostei te conhecimento facil,1,2.2.0,0,,,,,,,,,
1750,2021-09-04 18:43:02,"Tentei autenticar a minha biometria facial mais de 3 vezes e da erro, até desinstalei o aplicativo",1,2.1.9,0,,,,,,,,,
1751,2021-09-04 17:41:49,complicado!!,1,2.2.0,0,,,,,,,,,
1754,2021-09-04 11:53:38,Não consegui a minha Habilitação digital,1,2.2.0,0,,,,,,,,,
1755,2021-09-04 11:35:59,"O código de acesso em duas etapas não está chegando ,não estou conseguindo abrir o app",1,2.2.0,0,,,,,,,,,
1757,2021-09-04 10:51:12,"Simplesmente criei a conta e quando tento entrar, não é enviado código de acesso nem para meu celular e nem para meu e-mail. Não consigo ter acesso a minha conta já não sei mais o que fazer.",1,2.2.0,0,,,,,,,,,
1758,2021-09-04 10:23:14,"Pessimo. Tentei inumeras vezes fazer a biometria facial. E nao conseguir. Mais uma vez, pura frustaçao. Passei dia e noite tentando fazer a biometria facial. Seguir todas as recomendaçoes e nada",1,2.2.0,0,,,,,,,,,
1759,2021-09-04 10:05:37,Não tenho CNH o que faço pra conseguir entra....,1,2.2.0,0,,,,,,,,,
1760,2021-09-04 09:30:45,"É péssimo ! Não funciona . Há dias tento a carteira de vacinação nacional e nada! Baixar a CNH e o Titulo separadamente funcionou bem e fez o reconhecimento facial O ConecteSUS é impossível : Reconhece meu CPF mas não recupero minha senha e conta pois o reconhecimento facial não funciona, nem o acesso por email ou celular(.Só dá erro). Informa a recuperação por reconhecimento facial para quem tem a CNH e Titulo eleitoral, mas não recupera! O suporte não responde, não resolve.",1,2.2.0,18,,,,,,,,,
1761,2021-09-04 03:47:18,"Horrivel o acesso ao app, só a senha não basta, tem que fazer a foto e nunca diz que está correto. por mais que faço do jeito que se pedi, nunca esta Bom. e ainda fala da biometria que não pedi. Horrivel",1,2.2.0,0,,,,,,,,,
1763,2021-09-04 00:27:28,"Boa noite não consigo redefinir minha senha, está com número de celular antigo , preciso acessar login pra fazer a inscrição do Enade por favor preciso de ajuda, nem tem opção de Email",1,2.2.0,0,,,,,,,,,
1764,2021-09-03 18:54:26,"Não funciona bem. São dezenas de vezes tentando e sempre ocorre erro na validação. Vale ressaltar que a CNH foi emitida em 2019. Portanto, o reconhecimento facial não poderia estar tão diverso. Em junho fiz prova de vida no banco no qual recebo salário. No entanto, continuo recebendo mensagens por email para fazer prova de vida. Isso deixa o servidor inseguro quanto a saber se a prova de vida efetuada pelo Banco está válida ou não está. Sugestão principal é que somente enviem email de alerta para aqueles servidores que realmente não efetivaram a prova de vida. Quanto aos erros no processo de reconhecimento facial pelo App, a principal dificuldade é que somente após todos os procedimentos concluídos ocorre aviso de erro. Por que não indicar rapidamente logo ao primeiro erro? Para que passar para etapas seguintes sem concluir anterior? Obrigado pela atenção.",1,2.2.0,92,,,,,,,,,
1765,2021-09-03 18:50:19,Não instale pois se vc trocar de número nunca mais vc consegue abrir uma dificuldade horrível troquei de número e até hoje não consigo acessar meus documentos,1,2.2.0,0,,,,,,,,,
1766,2021-09-03 18:24:40,"No meu tel tem 1 semana q não consigo abrir, já desinstalei e tornei a instalar... E nada",1,2.2.0,0,,,,,,,,,
1767,2021-09-03 18:09:08,Horrível. Não consegue mandar um e-mail para recuperar sen,1,2.2.0,0,,,,,,,,,
1768,2021-09-03 17:19:10,impossível uma pessoa idosa conseguir fazer isso. péssimo,1,2.2.0,0,,,,,,,,,
1769,2021-09-03 17:12:25,"Não consigo cadastrar a imagem no início (dá erro toda hora) e daí não consigo usar, simplesmente não consigo entrar de outra forma, poderia dar a opção de entrar somente com usuário e senha.",1,2.2.0,1,,,,,,,,,
1770,2021-09-03 17:10:48,péssimo!,1,2.2.0,0,,,,,,,,,
1771,2021-09-03 16:25:40,"eu não consigo fazer selo de confiabilidade pelo titulo de eleitor. coloco a câmera no QRcode mais não ler.e não tem opção para escolher por qual documento escolher, já vai direto para a CNH. o aplicativo só dá opção pela carteira de habilitação. eles dizem que pelo título faz, mas só dão opção pela CNH mas eu não tenho. Absurdo! título só serve para votar é? indignada. Preciso para assinar uma ata de colação de grau para receber o diploma da ufba. e não estou conseguindo.",1,2.2.0,0,,,,,,,,,
1772,2021-09-03 16:11:54,"Não pude avançar no cadastro no app porque pediu dados de CNH, mas eu não tenho CNH ☹️, tenho que acessar pelo site mesmo pq no app complica. ☹️",1,2.2.0,0,,,,,,,,,
1773,2021-09-03 15:57:17,Impossível entrar no app. Faço todos os procedimentos e ainda sim diz que a foto tá incorreta!!! Experiência horrível e estressante,1,2.2.0,0,,,,,,,,,
1774,2021-09-03 15:29:26,Não funciona para fazer a prova de vida por reconhecimento fácil não sei pra quê fazem propaganda de uma coisa que não funciona,1,2.2.0,1,,,,,,,,,
1775,2021-09-03 15:11:42,"Estou começando a usar agora ainda não posso avaliar, mas te tudo pra ser muito útil.",1,2.2.0,0,,,,,,,,,
1776,2021-09-03 14:06:34,"Não consigo acessar Pede data de habilitação, e quem não tem? Fui tirar a foto,fiz todo o que pede e no final não valida. Fui refazer e o na parte da selfie o aplicativo travou.... Como resolve isso por favor. Pode me responder?",1,2.2.0,0,,,,,,,,,
1778,2021-09-03 13:12:23,ENGRAÇADO AGENTE SINALIZA QUE NÃO É UM ROBÔ MARCA O QUE PEDE E A PÁGINA NÃO É ENCONTRADA ISSO É UM LIXO,1,2.2.0,0,,,,,,,,,
1779,2021-09-03 12:55:10,"Esqueci minha senha e as opções disponíveis não servem para a recuperação, pois não tenho cnh nem conta em banco e o número de celular não me pretende mais. Preciso de ajuda e não consegui contato com o suporte.",1,2.2.0,0,,,,,,,,,
1780,2021-09-03 12:17:08,"Não consigo acesso, biometria facial simplesmente não funciona.",1,2.2.0,0,,,,,,,,,
1781,2021-09-03 09:10:22,"Eu nunca fiz o cadastro nesse app e aparece como se o CPF tivesse cadastrado. Não consigo redefinir senha pois enviam código de validação pra celular, e nunca chega nada. Tem que ter outra forma de redefinir essa senha, não é possível. Todas as opções de redefinição de senha dão erro. Como entro em contato com o suporte pra resolver isso?",1,2.2.0,11,,,,,,,,,
1782,2021-09-03 04:17:54,Horrível eu fiz a validação de rosto quando consigo manda um SMS para um número que não tenho mais pedido um código,1,2.2.0,0,,,,,,,,,
1783,2021-09-03 01:43:19,Não consigo cadastrar a leitura oficial pra amim aparece como obrigatório e sempre da erro não sei o que faço 😢,1,2.2.0,0,,,,,,,,,
1784,2021-09-03 00:37:29,"O app praticamente te impossibilita de fazer a recuperação de ssnha,bem mal programado.",1,2.2.0,0,,,,,,,,,
1785,2021-09-03 00:12:13,muito complicado a utilização,1,2.2.0,0,,,,,,,,,
1786,2021-09-02 23:50:07,"Não consigo acessar Não recebo a mensagem para confirmar a segunda etapa! E disseram que a mensagem chegaria dentro do app! Mas não consigo acessar o mesmo, era para ser bom mais não funciona",1,2.2.0,0,,,,,,,,,
1787,2021-09-02 23:08:19,Validação fácil não funciona tenho varis protocolos de ligação para serpro até agora nada de resolver problema da minha conta cadastro bloqueado,1,2.2.0,0,,,,,,,,,
1788,2021-09-02 23:05:17,"Fica travado na tela inicial, não consigo acesso a aplicativos que o utilizam como confirmação de identidade como o aplicativo do Detran por exemplo",1,2.2.0,0,,,,,,,,,
1789,2021-09-02 21:43:49,Muito dificil de usar,1,2.2.0,0,,,,,,,,,
1790,2021-09-02 21:41:28,Muita burocracia,1,2.2.0,0,,,,,,,,,
1791,2021-09-02 21:01:19,péssimo app,1,2.2.0,0,,,,,,,,,
1793,2021-09-02 20:54:55,"péssimo, não consigo nenhuma das opções pra atualizar o número de telefone, vai por suporte da erro. Respondendo só que avaliador, o número no cadastro é antigo e esqueci a senha, então não consigo entrar no cadastro já que vcs enviam um código pro número que não tenho mais. Poderia mandar pro Email dá pessoa, que foi cadastrado junto com o número de celular que está desatualizado.",1,2.2.0,0,,,,,,,,,
1794,2021-09-02 20:41:45,"Instalei o app,mas para ter acesso pede pra fazer a validação facial, pede pra tirar foto e seguir as orientações, virar pra esquerda, direita, pra frente e sorrir, ao término, fica rodando e não efetua, diz que não foi possível fazer a validação, ja tentei 10 vezes e nada.",1,2.2.0,3,,,,,,,,,
1795,2021-09-02 20:32:04,"Péssimo. A prova de vida do meu pai com a biometria facial tentei várias vezes fazer, porém sempre apresentando erro de biometria facial inválida. Ao invés de somar e facilitar pra quem precisa realizar a prova de vida, só complica. Horrível.",1,2.2.0,0,,,,,,,,,
1796,2021-09-02 20:03:32,"Aplicativo muito lento e tive que fazer diversas vezes. Eu tive que tentar mais de 4vezes,pois aparecia em volta da foto tudo em verde, mas o aplicativo fechava sozinho e eu não tinha a informação se o cadastro havia realizado com sucesso. Só consegui depois de 3hs eainda tive que desinstalar e instalar o aplicativo. E desde ontem enviei email para o suporte e não tive o retorno. Esse aplicativo tem que fazer com calma e tempo e ter muita paciência. É lamentável. 😭😭",1,2.2.0,22,,,,,,,,,
1797,2021-09-02 18:24:47,Pisque? Sorria? Pqp...,1,2.2.0,0,,,,,,,,,
1798,2021-09-02 17:58:31,"Horrível na validação facial, estou a um tempão tentando e nada",1,2.2.0,0,,,,,,,,,
1799,2021-09-02 17:52:39,GOVERNO ACÉFALO. SE O GOVERNO PROIBI EU TIRAR A CNH E ELE ME OBRIGA A USAR A CNH??????,1,2.2.0,0,,,,,,,,,
1800,2021-09-02 17:26:34,"Olá Gostaria muito da ajuda pra solucionar um problema com o acesso... não uso e-mail e número do telefone q usei pra fazer cadastro, porém quando acesso o site pra entrar gov.br não consigo pq não lembro da senha não tenho como acessar pois não uso o email e número de telefone... Como posso fazer pra adicionar novo email e número? Preciso acessar com urgência para fazer uma matrícula na universidade me ajude a resolver isso..",1,2.2.0,0,,,,,,,,,
1801,2021-09-02 17:13:06,"Não consigo tirar a foto para reconhecimento facial, da erro toda vez, sigo todos os passos, tudo está certo: ambiente claro, sem óculos ou qualquer adereços mas informa que os dados estão incorretos. Como resolver?",1,2.2.0,0,,,,,,,,,
